book,div_id,div_sort,div_txt,title_txt
atb-book-of-remembrances,div-075,75,"It pleased the goodness of my gracious God to give me a weak and sick time of breeding my ninth child. After that former break in September 1666 and until about the 10th of May 1667, when I did perceive myself with quick child, I had no health. But afterwards, for all the time I was with child until near my time of delivery, I was as strong and well as ever of any of my children, being able to go to the church at Stonegrave, a full mile on foot, twice each Sunday and back again without very little weariness. I bless my gracious, loving Father that gave me strength and health, restoring great comfort to me and my dear and loving husband, who all this summer and spring was so well as he had never been since the first ill fit of palsy at Stearsby, but we were in a constant course of physic with him by Dr Wittie's order and, towards September, he followed it. But, when I grew so big and near my time about Michaelmas, he intermitted in my illness and so returned to his relapsed condition, having Dr Wittie sent for several times for him and so, through means by God's blessing, he was restored to me again. Blessed be our merciful God of our salvation for evermore. Amen and Amen.",
atb-book-of-remembrances,div-076,76,"I fell into pangs of labour about the 4th of November, being very ill and so continued by fits all that week. Then, on Monday the 11th of November 1668, I fell into travail and, about the hours of ten and eleven o'clock at night, I was delivered. But I was never in all my life nearer death — by forcing the child so violently by the midwife — insomuch as the neighbours did fear I should be divided from the waist downwards and the rest of all my body, which caused inexpressible torment and a dislocation of the reins of the back for a long time, and excessive pain in the spleen and mother arising both together upon me in my childbed. But forever magnified and praised be the great and glorious Lord God Almighty, who did not give me over to this death but has miraculously and wonderfully preserved my life from destruction, and when I was stepping into the grave even this ten times — nay 70 times seven times — has turned my sorrow into joy that no death has yet had the upper hand. Oh, love the Lord, O my soul: delight in him, thy life, thy joy, thy salvation and refuge. I called on him in my distress and he delivered me out of all my fear. The guide of my youth and my preserver forever, he gave me a goodly, strong and sweet son, turning my pains into hopes of joy and gave me the blessing of breasts and of the womb: oh, praise the Lord forever.",
atb-book-of-remembrances,div-077,77,"My daughter Nally was on this night, the 11th of November, with fear and grief for me so sick in my labour that she was in much danger but, blessed be the Lord, recovered again of that illness the next day, November 12th, 1667.",
atb-book-of-remembrances,div-078,78,"Christopher Thornton, my ninth child, was born at Newton on Monday the 11th of November 1667, betwixt the hours of ten and eleven at night. Baptised the twelfth at Newton. His godfathers and godmother: Mrs Anne Danby, my brother, John Denton, and my brother, Timothy Portington.",
atb-book-of-remembrances,div-079,79,"After this comfort of my child, I recovered something better and got my milk: the child thriving mightily well and grew strong, being a most sweet, lovely child. But, lest my [heart] should be set too much in the satisfaction on any creature on earth, it seemed good to the most infinitely wise God to take him from me. And I had apprehensions thereof long before any did see a change in him and, therefore, with a full resignation to his providence, I endeavoured to submit to part willingly with my sweet child to my incomprehensibly dear and loving Father in heaven, begging that his will might be my will, in life and death. When he was about 14 days old, my pretty child broke out in little red spots, like smallpox, which was the red gum. And upon cold gotten through an accident, they struck inwardly, and he fell into a great looseness, notwithstanding all the means I could use. And it continued on him for four days, when he was very patient and quiet, and being a very strong child, endured it with much struggling. But, at length, it pleased his saviour and mine to deliver him, after a sick night and day, out of that misery and he sweetly fell asleep on Sunday, at night, about six or seven o'clock at night, being then the 1st of December 1667 (being three weeks old upon the 2nd of December). He was buried at Stonegrave on the 2nd of December by Mr Comber who did preach his funeral sermon, December 2nd, 1667.",
atb-book-of-remembrances,div-080,80,"After my child's death, I fell into a great and long continued weakness by the swelling of my milk in the left breast which Kitt last sucked and did so nip the head that I was in fear of a gangrene. And the extreme pain cast me into a fever which — together with other griefs, and colds and extreme violent pain of the teeth — did bring me into that weakness that I could neither stand nor go for four months but was carried to bed and from bed in a chair, February 1667. But ever blessed and magnified be the great and glorious name of the Lord most high, which bringeth me down to the gates of death and raiseth me up again times without number and might most justly taken me out of this life: but, letting me see the follies of this life and many changes we are incident to, that I might prepare more earnestly and long for those lasting joys that never shall have end which he, in his good time, will please to bring me to for my saviour Jesus Christ, his sake. Amen.",
atb-book-of-remembrances,div-081,81,"After which recovery of my health, I was very much in affliction about my dear husband's illness and often relapses into his former paralytic fits, which fell on him notwithstanding all the many remedies was perpetually used by Dr Wittie's order and with good success. So that, from November 1667 until August 1668, he had not missed one fortnight from a relapse or the degrees of it; insomuch that I never enjoyed any comfort in consideration and fear of him and his sufferings, and lest I should be deprived of my joy and delight in this life. Though, I bless God, he had intermissions which supported him after every use of physic and other things and, according to the earliness of the time in beginning them, the fits was longer or shorter in continuance.",
atb-book-of-remembrances,div-082,82,"About the 20th of July 1668, I had a very great and dangerous sickness fell upon me, being in my perfect health and strength, upon the occasion of a sudden grief and terror that I was seized upon in my niece Kitt Danby's chamber at Newton when her maid, Barbara Todd, did impudently accuse, before my face, my servant (Hannah Ableson) for telling her from one Mary Breakes of several stories —which were very great lies and falsehoods against myself of such a nature as did much unbecome any to hear and not to have acquainted me with at the first— which my maid did utterly deny and cleared herself and me upon her oath. But the other woman, having a spleen against her, did carry so unhandsomely and unchristianly towards me in her aggravation, and in false accusing the honour of some of the persons of my family, and that before her mistress, that I fell presently into a most great and sad excess of weeping and lamentable sorrow that it had like to have lost me my life; having only God and my own conscience to give me testimonies of comfort, being so falsely and abominably abused for my charity in relieving those that came under my roof and to whom I had done no wrong. And out of whose mouths God making them instruments to my clearing , notwithstanding their maliciousness, both in my accusation and their secret plots of concealment until that other wicked woman was gone from Newton and by that means did spread her lies abroad at Richmond. And the highest aggravation of injury in those persons: that was done by my bosom's friend that knew my innocency all my days. But why can I not with patience take the bitter cup out of my saviour's hand, and for his love lay down my life that suffered many opprobrious scorns and abuses from his enemies? O my soul, bless thou the Lord, that he will please to give thee to suffer and go in such steps as he himself has trodden out the path of life in. Has he not preserved thee from the evils of sin, and all those enormous crimes the vile world now lies wallowing in? And wilt thou not show thy gratitude to thy redeemer that gives thee share in sufferings and not with the partakers of these wickednesses ? Let thy heart rejoice in his salvation and that thy design was very much desirous to advance his glory. Although Satan would blemish those that he has no part in, yet thy hope is in God, who has redeemed thee from all sin and wickedness and given thee a stay and support in all thy anguish of spirit, and preservation from the designs of those who would, and did, cruelly devour thy honour as much as in them laid. And lo, when I was yet scarcely recovered of my weakness from this grief and had kept my bed 14 days, it pleased God in his infinite and abundant mercy and goodness to begin to restore that most valued jewel by me and which was endeavoured to be wronged — my good name — by the coming of my dear aunt over to Newton, who had heard the vile reports blazed abroad by Mary Breakes and lies against my innocent soul. This woman, full of deep dissembling and hypocrisy, who could not prevail with her design upon the person of Mr Comber to have drawn him for marriage and, failing of that end, perverted her plausible carriage into an inveterate malice and hatred both against him and myself. Which, having discovered that it was Mr Comber's desires to obtain my daughter Alice in marriage and that he was made use on to assist us in the drawing of settlements and writings for Mr Thornton's estate on my children (which I had good cause to see done in regard of Mr Thornton and my own dying condition), from hence, I say, this woman takes occasion to pervert the most innocent actions in the world, and such as was most just and honest for the preservation of my poor family and children from ruin. I, finding a daily decay and great weakness of body and mind, was very solicitous to get this done before our deaths, which I may well appeal to God, cost me great sorrow and pains and trouble (being of so great concernment before and in the transaction of all these businesses) and this poor gentleman no small pains, trouble and care until it was finished, which was done with the consent and knowledge of my husband's brother Denton, a wise and prudent man, assisting us in the prosecution of these designs, and has since been a means of mine and his just vindication from any of those wicked untruths forged against us by this Mary Breakes (whose lies — had my niece's Danby's charity extended so far to me as discovered before the woman's going from Newton — I might turned them on the raiser's own head and their mischiefs on their own hate before Satan's instruments had divulged them to the infinite dishonour of God and his poor mean servants). But as my intentions was cordially good, so God would not suffer me to perish but took the matter into his own hand to stop the mouths of my adversaries, and when I wanted relief in his providence sent my dear aunt to acquaint me and so gave me such favour in her eyes, and the rest of my dear and Christian friends, that I had by this opportunity to make a public cleansing and vindication of all my innocent actions. And, I hope, gained such belief that the Lord has appeared to stand on my side and, therefore, I need not care what men can say against me. But will give all possible glory and praise, adoration and thanks to my gracious God that would not suffer me to depart this life with any blot upon my person but to approve my continuance in the true faith of the Lord Jesus Christ in which I was brought up, nor giving occasion of blemish to that most noble family from whence I was descended. I acknowledge the goodness of the Lord which hath several times sent me relief in the company and comfortable assistances, praises and sweet, religious advices and supports of my dear friends when I was in deep distresses: all which I take as great encouragements to serve the Lord with all my [heart] which has never failed his weak and despised handmaid. And I know, O Lord, that thou canst and dost me good by this heavy and sad affliction as well as all others and teach me, O Lord, by this thy rod and scourge of wicked tongues who seeketh occasion to slay me and root out the remembrance from the earth. And though they curse, yet bless thou and behold the anguish of my soul: for out of the deep have I called 'Lord save me, I perish', but still put my trust in thee. Oh strengthen, establish and settle my [heart] in thy faith that neither life nor death shall separate me from the love of God. And blessed be thy holy name that preserved my dear husband's love and faithful affection to me all my life long, and that it was not in the power of man nor devil to shake or remove those faithful and conjugal bonds and ties of Christian and dearest and chaste affections betwixt us, making us both abhor the very mention at all such vile abominations as this world was too full of in all places. But where, by grace of our good God whom we serve night and day, has lived in a holy and chaste bond of wedlock above this 16 years, having this to comfort our [heart] s: that we are undefiled servants, endeavouring to follow Christ in the regeneration that we might reign with him in glory. Oh, that my soul may forever be thankful to the most-high God that had regard to his poor and humble handmaid. What am I, O Lord, that should have the testimonies of thy mercy? I will give thee the glory of thy works, mercies and favours forever, and most humbly beg — on the account of my Christ's intercession — that I may have the grace of perseverance and a truly thankful [heart] to walk worthy of these inestimable mercies and glorify thee in the midst of all my trials and sufferings that makest me way to escape now. Praise the Lord, O my soul, and forget not all his benefits. Amen. Amen.",
atb-book-of-remembrances,div-083,83,"July 25th, 1668. It pleased God to give my dear Robin Thornton a great mercy in his preservation and deliverance upon that day. For his sister, Kate, and cousin, Willy Denton, and himself was playing in the hay lathe at Newton upon the mow and, standing in the window about four yards high from the earth, he fell out of it into the lane, and was very near with his head to a great stone (which, if he had lighted on it with head it, had killed him falling that height). So, that the danger is very great and ought to be had in remembrance with gratitude and hearty thanks to the great God of heaven, which sent his angel to preserve my dear child from death or any other harm save a lump on his face. The glorious name of God be praised for his life and the preservations thereof from all casualties of dangers, sicknesses, dislocation and evils. Giving him a great share of understanding, wit, memory, a loving affable nature and several other good gifts tending to the better accomplishment of his person with natural endowments. But exceedingly much more be the name of the Lord our God adored in that he has been pleased to begin some dawning hopes of his grace in his heart, which appears in his being afflicted with good instructions when given him and his desire to be informed of all things concerning God, and several notions of the fear of the Lord upon hearing his judgements with many Christian and pathetical expressions in the ways of piety. All which are motives of great comfort to me, his poor mother, who has taken notice of the great mercy of my God that hath not despised the prayers of his handmaid but given me a gracious answer to my humble supplication. For this blessing, I begged of the Lord, as Hannah did Samuel, and has dedicated him to his service even all his days, humbly craving the continuance of his favour and grace upon my son, endowing him with all Christian virtues (with faith, knowledge and true understanding) to guide and direct him in his youth to follow him and walk in his ways to his life's end, being preserved as much as he shall see it fit for him from all temporal evils and, finally, from eternal sorrow and misery in the world to come. Consigning this, my dear child, as a blessing to his family, comfort to his weak mother and an instrument of the glory of his Creator in this life to serve him in his generation in righteousness and finally to praise him in heaven; being the most humble petition of his handmaid, and that for the sole and lone sake of our dear saviour, the Lord Jesus Christ, his holy and blessed son, for his passion's sake. Amen and Amen.",
atb-book-of-remembrances,div-084,84,"It pleased God that I remained very ill and weak after the second alarm I had given me of unnatural, unkind and unjust dealing with me out of the scarlet chamber which was to my aunt's great grief and trouble to hear. And by which malicious repetition to her and renewing the wounds afresh of calumnies, I fell into a very grievous extremity of grief again upon the 5th of September, which so affected my soul that did raise both the spleen and mother in my sides, both together with much pain and trouble. And had I not been held on my sides by my dear cousin, Christopher Norton, and comforted by my aunt's wise and discreet and affectionate kindness, I had undoubtedly perished with that heavy load of [heart] grief and sorrow that such treacherous practices of subtlety and dissembling should be the ruin of my life and that honour which was unspotted in my life and conversation. But, blessed be my gracious God and Father of all mercies which laid no more upon me than he did give me strength to bear and, though I was smitten by false tongues joining with my adversaries, yet he was pleased to find out a way for me to escape at that time also. And comforted me on each side by my dear and loving husband's faithful love to me, which never in all his life had the least ill thoughts of my innocent soul but — through some's deep plots to have raised their own ends in my ruin would by insinuations flatter him, as he said himself — discovered their malice. And it set his [heart] against such, and did further both lament my condition, condole the same and took my part against all those vile detractors, and did order their turning out of the house, both by letter and threatenings. O my soul, forget not this great and eminent mercy be forgotten by thee but had in remembrance before him forever which united our faithful hearts to each other in cordial, loyal and conjugal love and amity all our days since we were knit in the band of holy wedlock together. And to this main pillar of help and comfort to support my fainting, weak body, I had given me, through mercy, the cordial and entire affection and assistance of my dearest aunt Norton, whose candour and goodness did extend its arms to pity my distresses and to whom I had imparted my sorrows and distress. And she so ordered this business in wisdom that she delivered me from the pressures that then laid upon my injured person, which almost pressed me to the death, and added many circumstances to my succour that I should not have had by any other in the world. Therefore, will I praise and bless the Lord with all my soul and magnify his name forever, who judged my cause and pitied my great calamities and will, I hope, bring me out of the mire and pit they made for my soul, setting my [heart] at some liberty, although this grief has pierced me so deep that its effects will remain all my days that Satan's instruments should thus be out against me, and be a cause to keep a due sense on my soul to walk humbly, holy and continue faithful to my life's end, which has been very full of all manner of troubles and sorrows almost ever since I entered into the married estate. But it teacheth me to expect happiness in no condition, state nor place under heaven and to rejoice in tribulation where my faith is unshaked and tottering: better were it for me to enter never so maimed into the joys of my Lord than to enter into hell in pleasures and this world's wealth and satisfaction. Therefore, behold the handmaid of the Lord, be it unto me according to thy word: give me my crosses here that I may enjoy thee in thy kingdom; for who so doth not deny himself here, and take up his cross and follow him, is not worthy of him. And what is a moment of time to an eternity, to everlasting pleasures at the right hand of God?",
atb-book-of-remembrances,div-085,85,"Whilst I am in this vale of tears and shadow of death, I must not expect no more comforts than will preserve me from sinking. Nor will I repine at the great Lord of heaven and earth's most infinitely wise disposition, for he knows how to propose and intermix crosses with comforts, smiles with frowns to his servants here as shall be the best for them. Not as they shall think fit, which are but of yesterday, but himself who sees not as man sees, but has all things in his omnipresent and omnipotent power and shall tend most to his own glory. No sooner was my strength in part recruited again, after my dear aunt's departure home and having been so weak that I kept my bed above a week, so beginning to rejoice at my deliverance from the late illness both of the plague of slanderous tongues and the faintings abated something, but the first day that I did arise out of my bed, I had that news of my dear husband's falling sick at Malton brought to me by a letter to my brother Denton, which did so suddenly surprise my spirit that I fell to tremble exceedingly with great grief and fears upon me for his safety and life. Immediately, I sent for Dr Wittie to go to Malton and sent each day to see my dear and only joy and comfort, but myself so much afflicted that I went presently to bed and continued with the break, and then I was in danger of overflow because of my excessive sorrow: only the Lord did support my soul from sinking. On Wednesday, I sent my brother Denton and Mr Comber to my joy at Malton and longing all the day to hear from him and, if I could without loss of my poor and miserable life, I would have gone to have seen him myself but my friends would not suffer me to make an adventure thereof. But I stayed until night, when word was brought from Dr Wittie that I should be of good cheer for I should have my dear heart home as well to me as ever I had him in my life. So that I did shore up my hopes in God and pour out my tears and prayers in abundance that night for the life and health of dear husband with me (if it did stand good with the will and pleasure of our God) and got some little slumbers, though with fears and tremblings, and sad and dismal dreams. When, in the morning, my brother Denton came home and very discreetly prepared me, with good advice and counsel, to entertain the Lord's determinate will in all things with patience and submission if the worst should fall on me according to my fears, but withal God could raise him up again if he see it fit, although my dear [heart] was very weak. At which news, I grew very ill — and the Lord pardon my weakness for it — with a renewing of my great sorrows for the being fearful to be deprived of this my sole delight in this world next under my good God. So, betwixt hopes and fears, I rested until the next messenger came, which was about four o'clock on Thursday in the afternoon: at which time I received the news of the most terrible loss that ever woman lost in being deprived of my sweet and most exceeding dear husband that any creature could have. Such was my extremity of passion and trouble upon this change that I was almost changed into nothing and was ready to go into the grave with him whom God had joined me to almost 17 years. Great are the sorrows of my [heart] and many storms have gone over my soul, but this is the Lord's sharpest arrow that is gone out against me. Now am I left destitute of head, guide, help or support in this world, tossed with all the sorrows that a poor, desolate widow can meet withal. The Lord has broken in upon me like a mighty water and poured on me his indignation. Great are my calamities, my cup is full of complaints, bereft of a most dear and tenderly loving husband that took part with me in all sorrows, comforted me in sadnesses. We walked together as dear friends: his love was mine; in his sickness, I was afflicted. Now am I left of him who was my earthly delight. He, being gone to his heavenly Father and left me to lament his loss from me and my poor, fatherless children: weak in body, afflicted in spirit, low in my estate, losses of my dearest friends and relations and children, and other comforts as dear; and now, to consummate my sufferings, my husband withdrawn. Oh, that my sorrows were weighed and that the Lord would pity my distress. I am still thy creature by creation, redemption, sanctification, preservation from death, hell and the grave. Do not despise thy weak handmaid, for thou didst make me. I am thine: oh, give me understanding and I shall live. Take me not away out of the land of the living, but give me to serve the Lord, with a perfect heart and a willing mind. Hear the rod and who hath sent it. Is there any evil in a city and the Lord has not done it? Is there not an appointed time for man once to die? Oh, that I may die daily and be with God in soul and spirit, loving him with all my soul and a perfect [heart] . I must be still and know that it is God that ruleth in heaven and earth. The Lord is his name, and his mercy is unto us: for he did draw my joy to his own self and fitted him for this dissolution. He remembered the Lord in the days of his youth and God was found of him.",
atb-book-of-remembrances,div-086,86,"I now do want those good and pious prayers of him for me and mine which I have enjoyed for many years: what can I say or what can I do? Each remembrance brings in a fresh flood of tears. I water my couch and widowed, desolate bed for myself and children. My think I hear him say, 'weep not for me but weep for yourselves and children. I was in the world tormented with pains and crosses, losses and sicknesses, troubles on every side, but now I am comforted in the bosom of my Father and thy Father, whom I had a desire to go to'. Now, my sorrows, can't ye not find no relief to assuage the violent passion for this sad separation? Is there no hope in the latter end? What if, though my [heart] , thou art deprived of his presence and company, dost thou not believe that he now enjoys the incomprehensible joys of the great God of heaven? Dost thou not think that all his tears is wiped from his eyes, all sorrows is departed from him, and he is delivered from this body of sin and death? Oh, my soul, canst thou not consider for some comfort that what he now enjoys he would not exchange for 10,000 worlds? Thy loss for the present is his gain and God will assuredly bring the at the resurrection to enjoy in, when we shall appear together, being clothed with immortality to enjoy these inconceivable joys he now does possess. Although worms consume this body yet with my eyes shall I see God and behold him face-to-face which this clay, this body of dust, cannot until my vile body be changed and this mortal shall put on immortality. Oh, that the Lord would now show himself to his weak servant, and give me faith to believe what good things is laid up for them that love and fear him, and that though great are the troubles of the righteous, yet he will deliver them out of all. Do not there, oh my soul, repine against this great, wise, holy and good God. For, if thou belongest to him, he will give thee to know his mind and that it is the Lord; he must do as he will and, although this dispensation is most bitter as the cutting off thy life, be sure thou dost not sin against him by impatience or resisting his pleasure. And although flesh and blood cannot part willingly, remember thou must live by faith if ever thou expect salvation. He was prepared for death: thou art not. Oh, pray that the remainder of thy life may be a continual preparedness, and know that this affliction is to this very end and that, as we did in this life suffer, so may we reign together with him who is the author and finisher of our faith. And daily pant and long to be clothed upon that death might put on immortality, spending a few days here amongst thy children, in piety and holiness, to bring them up in the fear and nurture of the Lord that I may deliver up my charge to the great God of heaven with joy and not with grief and, in the end of my days, receive the end of my hope, even the salvation of my soul where there is no sighing, no weeping, for all tears shall be wiped from our eyes. Then shall be love without hatred, joy without sorrow, delight without anger, hopes that is turned to enjoyment without fears to lose or to be lost. No cares nor trouble, no hatred nor envy shall enter there: for, in heaven, they are as the angels. Nay, higher, and drawn nearer in being drawn and united to the nature of God in the second person of the Trinity, the eternal son of God, blessed forever. Who would not arm themselves with those weapons that shall enable them to fight the fight against sin, the devil and the worldly mind? Shall we love dross above gold? For, if our earthly tabernacle were done away, we have a building not made with hands whose maker and builder is God. How should I groan after and long to be clothed upon and enjoy that happiness, those joys which I do hope my dear husband now inherits? And now, O Lord, I — thine poor, weak handmaid and servant — doth from my very soul and [heart] beg of thy glorious majesty that as thou hast given me a being on this thy earth, continued me thus long in a multitude of innumerable dangers (spiritual and temporal) from my infancy, youth, middle-age and towards old age, make me to understand thy word and know thy majesty, thy essence, thy attributes to glorify thy name and adore thee in my soul and spirit. Let me not serve thee with a slavish service, but with a true filial obedience . Thou that hast kept me from great and presumptuous sins, deliver me from every sin (be it never so small) that may endanger a separation betwixt me and my God. O Lord, take me to thy own keeping and tuition. Bless thou thy handiwork, whom thou hast bestowed so much pains about and on whom so many mercies hast been bestowed. Here I am. Speak Lord, thy servant heareth. Lord, what wilt thou have me to do? I resign my will to thy glorious pleasure, either in life or death. Make me be freed from this body of death that I may serve thee with perfect freedom of mind, will and affections, and may be holy in spirit, soul and body. I have endeavoured to beat down this body of death: oh, give me thy continual help and strength to overcome the remains of old Adam. Let me be sick but sound in thee. Oh, let my widowed condition be a sanctified estate. Yea, even written upon my [heart] , 'Holiness to the Lord', that I may be an example of thy transcendent mercies to all posterity, that my children may be great instruments of thy praise and, myself, a chosen vessel to set forth thy glory to this generation. Although my afflictions be great and heavy, sad and burdensome to this weak body, yet in thee is my strength and my hope, my joy and my fortress. Lord, be to thy servant as thou wast unto David, who served thee with a perfect [heart] and ready mind. Thou art the giver; thy gift is thyself. Oh, let thy spirit dwell in me and mine richly, and let my latter part of my days be a more separate condition from all manner of evil, the evil of sin and, if it be thy will, of punishment. But, however, preserve me and my family from a dishonourable walking: lead us in thy ways and guide me in my steps. Let me be an example of grace, piety, holiness, humility, chastity and patience, with all other most Christian virtues necessary to lead and conduct my life to thy own glory. And, for thy name's sake, to give thee the honour of my creation that I may do thy will on earth as it is done in heaven. And I humbly beg, oh Lord, that the mouths of all my unjust adversaries may be stopped. Make them ashamed of their sins, and give them true repentance and pardon if it be thy will for them that they may be cleansed by the blood of Christ. And all these humble petitions I crave for the only merits and bloodshedding of my dearest saviour, Jesus the righteous, who intercedeth for us at the throne of thy grace, even for me and all those that love his appearing. To whom, with the glorious Father and Holy Spirit, ever blessed and infinite blessed Trinity, be all possible praise, adoration and thanksgiving of men and angels, henceforth and for evermore. Amen and Amen.",
atb-book-of-remembrances,div-087,87,"My dear husband, William Thornton esquire, went to Malton to Sister Portington on Friday the 11th of September 1668 and was much as he used to be of late, pretty well of his infirmity; went to Malton Hill on the next day and to church on Sunday. Upon Monday, he was not well and had pills given him by Brother Portington. Sent for Mr Sinclair. And told him that he knew that formerly he had been in much trouble of mind and sadness for his sins and had walked uncomfortably for the want of the sense of God's favour and in great fears and horrors, but now the Lord was pleased to make himself known to him to be a reconciled father in Christ. And that he was at peace with him and did feel a great deal of joy and comfort inwardly in his soul and mind, blessing the Lord for these his infinite mercies and hoped that he should bless his name for evermore that he was troubled; for now he was reconciled to him again, and a great many of such like expressions as these was to the great satisfaction of Mr Sinclair, who stayed with him a good while. Then, towards night, my dearest fell to be worse and more heavy and drowsy, according to the distemper, and they sent by my servant to me for the doctor, which was dispatch for immediately and came to him on Wednesday, after dinner from York (Dr Wittie). He was at that time very weak in body but, I bless God, perfect in his understanding. And, having sent Mr Comber to see him, he took his leave of him and bid him to remember him to his dear wife, bid me be patient and contented with God's hand and to submit to his will, and to this purpose he mentioned to him. After which he had his hair cut off by the doctor's order (being the latest remedy) with his own free consent. But no remedies or medicine nor art could prevail, it being the determination of our God to take him to himself, but yet to mix this bitter cup (death) with the allay of such a quiet frame and temper free from torment or signs of much pains, lying as if he were in a sweet sleep, which by degrees growing colder at his feet and so dying upwards, drawing his breath shorter all the Thursday morning, and towards eleven o'clock in the forenoon, he fetched one little sigh and sweetly resigned up his spirit in to the hand of his dear redeemer, Jesus Christ. He departed this life on Thursday the 17th of September 1668, betwixt the hours of eleven and twelve at noon, being on June the 2nd, 1668, 44 years of age. We having lived a dear and loving couple in holy marriage together almost 17 years.",
atb-book-of-remembrances,div-088,88,"He was brought home to Newton on Friday the 18th of September and had the company of all his neighbours of gentry and friends that could be obtained, considering the time of his interment not being to be kept by reason of his much physic until those of a further distance could be had. Those that helped to carry were of his nearest relations, videlicet: my brother, Thomas Thornton, my brother Denton, my brother Portington, my cousin, William Ayscough, my cousin, Ralph Crathorne, my cousin, John Crathorne, my cousin Bullock, my cousin, Edward Lascelles. There was a very great congregation as could be at that time, he being most generally beloved of his whole county and a man of great piety, peace and honesty. And great was the lamentation for such a one in general, but mine cannot be rightly weighed for anything in this life. Yet must I submit, for the Lord's sake, with patience and submission and resignation in hopes of a joyful resurrection at the last day then to be united in praising God forever. My dearest heart was interred in the alley of his own at his own parish church in Stonegrave, near his own mother and two sweet children, Joyce and Christopher. He was buried on Friday the 18th of September 1668, between the hours of four and five by Mr Thomas Comber, who preached his funeral sermon: whose text was in Ecclesiastes 12, the first verse: remember now thy Creator in the days of thy youth, while the evil days come not, nor the years draw nigh; when thou shalt say, I have no pleasure in them. 'Lord, he loves thee the less that loves anything with thee, which he loves not for thee'. (St Augustine)",
atb-book-of-remembrances,div-089,89,"Since nature's works be good, and death doth serve As nature's work, why should we fear to die? Since fear is vain but when it may preserve, Why should we fear that which we cannot fly? Fear is more pain than is the pain it fears, Disarming human minds of native might: While each conceit an ugly figure bears, Which were not evil, well view'd in reason's light. Our owly eyes, which dimmed with passions be, And scarce discern the dawn of coming day, Let them be cleared, and now begin to see Our life is but a step in dusty way. Then, let us hold the bliss of peaceful mind, Since this we feel, great loss we cannot find.",
atb-book-of-remembrances,div-090,90,"Leave me, O love, which reachest but to dust, And thou, my mind, aspire to higher things; Grow rich in that which never taketh rust: Whatever fades but fading pleasure brings. Draw in thy beams and humble all thy might To that sweet yoke, where lasting freedoms be, Which breaks the clouds and opens forth the light That doth both shine, and gives us sight to see. Oh, take fast hold: let that light be thy guide In this small course which birth draws out to death. And think how evil becometh him to slide, Who seeketh heav'n, and comes of heav'nly breath. Then farewell, world, thy uttermost I see; Eternal love, maintain thy life in me. Amen.",
atb-book-of-remembrances,div-091,91,"Farewell, ye gilded follies, pleasing troubles! Farewell, ye hon'red rags, ye crystal bubbles! Fame's but a hollow echo; gold, poor clay; Honour, the darling but of one short day. Beauty's chief idol, but a damask skin; State, but a golden prison to live in To vex free minds; embroidered trains And goodly pageants, proudly swelling veins; And blood, allied to greatness, is but lone Inherited, not purchased, not our own. Fame, riches, honour, beauty, state, birth Are but the fading blessings of the earth. I would be rich, but see man, too unkind, Digs in the bowels of the richest mine; I would be great, but yet the sun doth still Level his beams against the rising hill; I would be fair, but see the champion proud, The world's fair eye, oft setting in a cloud; I would be wise, but that the fox I see Suspected guilty, when the ass is free; I would be poor, but see the humble grass Trampled upon by each unworthy ass. Rich, hated; wise, suspected; scorned, if poor; Great, feared; fair, tempted; high, still enviedmore. Would the world then adopt me for her heir? Would beauty's queen entitle me the fair? Fame speak me honour's minion? And could I, With Indian angels and a speaking eye, Command bare heads, bowed knees, strike justice dumb, As well as blind and lame, and give a tongue To stones by epitaphs; be called great master In the last lines of every poetaster? Could I be more than any man that lives, (Great, wise, rich, fair, all in superlatives) Yet, I, these favours would more free resign Than ever fortune would have had them mine: I count one minute of my holy leisure Beyond the mirth of all this earthly pleasure. Welcome, pure thoughts; come, ye sober groves. These are my guests: this is the court I loves. The winged people of the skies shall sing Me anthems by my seller's gentle spring. A prayer book shall be my looking glass, Wherein I will adorn sweet virtue's face. Here dwells no heartless loves, no pale-faced fears, No short joys purchased with eternal tears; Here, will I sit and sigh my weak youth's folly. And learn to affect an holy melancholy. And if contentment be a stranger, then I'll ne'er look for it but in heav'n again.",
atb-book-of-remembrances,div-092,92,"The just shall live by faith. Nisi Christus Nemo. Tout pour l’église. Christ and the church, in love so well agreed That he for her, and she for him has bleed; Thus, imitate thy saviour in his fervent love And then, my soul, her joys will lasting prove. Oh, groundless deeps; oh, love without degree: The offended dies, to set the offender free.",
